,fecha,producto,productos_vendidos,precio_producto
46571,2015-05-03,12,4,0.53
46572,2020-09-27,1,4,23.06
46573,2020-08-26,11,4,3.5
46574,2008-10-28,1,4,23.06
46575,2011-07-05,4,4,9.13
46576,2021-03-28,5,1,0.96
46577,2009-02-18,7,4,26.32
46578,2010-10-19,10,1,3.35
46579,2022-12-02,7,1,26.32
46580,2000-09-23,19,3,7.29
46581,2021-07-17,5,2,0.96
46582,2007-01-02,6,2,15.76
46583,2005-11-22,18,2,26.59
46584,2012-01-19,15,2,13.53
46585,2005-02-01,4,3,9.13
46586,2021-07-09,19,4,7.29
46587,2023-07-01,5,4,0.96
46588,2016-06-23,3,2,10.65
46589,2014-06-27,12,2,0.53
46590,2022-10-04,8,2,2.11
46591,2011-12-07,2,1,3.57
46592,2020-03-25,12,4,0.53
46593,2022-08-02,11,2,3.5
46594,2019-05-13,4,3,9.13
46595,2004-07-21,9,4,21.8
46596,2014-11-29,9,1,21.8
46597,2019-02-26,19,4,7.29
46598,2000-07-02,18,2,26.59
46599,2004-02-11,14,1,2.81
46600,2023-09-23,1,2,23.06
46601,2017-11-11,5,3,0.96
46602,2021-10-23,18,4,26.59
46603,2002-12-27,1,4,23.06
46604,2005-07-07,19,3,7.29
46605,2017-08-08,17,3,23.49
46606,2003-04-24,3,3,10.65
46607,2001-01-14,16,2,3.75
46608,2014-07-10,10,3,3.35
46609,2018-04-25,2,3,3.57
46610,2001-06-02,18,1,26.59
46611,2011-06-25,9,2,21.8
46612,2020-10-10,12,2,0.53
46613,2000-08-23,16,1,3.75
46614,2003-08-02,9,1,21.8
46615,2017-07-13,19,4,7.29
46616,2011-03-02,13,1,1.78
46617,2005-12-26,19,1,7.29
46618,2017-08-27,8,1,2.11
46619,2016-08-15,18,3,26.59
46620,2020-10-07,6,4,15.76
46621,2005-08-21,2,1,3.57
46622,2012-02-12,16,3,3.75
46623,2004-02-21,15,4,13.53
46624,2020-04-17,14,4,2.81
46625,2001-08-29,10,4,3.35
46626,2002-01-26,15,2,13.53
46627,2006-02-27,1,1,23.06
46628,2008-09-19,9,2,21.8
46629,2008-01-12,17,1,23.49
46630,2013-05-07,15,4,13.53
46631,2014-04-08,12,4,0.53
46632,2016-04-20,18,2,26.59
46633,2020-03-22,12,2,0.53
46634,2001-03-07,0,1,20.15
46635,2009-03-03,13,3,1.78
46636,2013-11-07,1,3,23.06
46637,2017-06-19,15,1,13.53
46638,2015-10-23,15,1,13.53
46639,2002-11-26,15,3,13.53
46640,2007-04-27,14,3,2.81
46641,2001-06-10,8,3,2.11
46642,2017-12-15,13,2,1.78
46643,2012-12-12,5,4,0.96
46644,2016-09-12,14,3,2.81
46645,2009-12-28,12,4,0.53
46646,2017-10-17,15,4,13.53
46647,2005-01-17,16,2,3.75
46648,2011-07-01,10,2,3.35
46649,2000-06-09,18,2,26.59
46650,2005-01-11,16,3,3.75
46651,2017-06-10,6,1,15.76
46652,2003-11-17,8,2,2.11
46653,2016-03-11,16,3,3.75
46654,2009-03-11,13,3,1.78
46655,2023-08-19,18,4,26.59
46656,2013-12-06,18,1,26.59
46657,2007-12-29,7,3,26.32
46658,2002-10-08,3,4,10.65
46659,2003-03-17,12,3,0.53
46660,2005-03-30,3,2,10.65
46661,2008-05-03,11,4,3.5
46662,2006-03-05,6,4,15.76
46663,2020-07-17,2,4,3.57
46664,2006-12-20,1,3,23.06
46665,2007-11-30,7,3,26.32
46666,2015-05-27,14,2,2.81
46667,2018-12-03,2,3,3.57
46668,2015-01-30,0,4,20.15
46669,2009-08-10,1,3,23.06
46670,2001-10-28,16,4,3.75
46671,2004-08-31,19,3,7.29
46672,2009-07-18,5,3,0.96
46673,2011-03-22,3,4,10.65
46674,2019-01-03,3,2,10.65
46675,2019-12-08,15,1,13.53
46676,2015-04-25,7,4,26.32
46677,2007-11-20,7,4,26.32
46678,2004-07-31,7,2,26.32
46679,2002-01-25,19,2,7.29
46680,2015-03-08,12,2,0.53
46681,2022-11-06,8,3,2.11
46682,2020-05-16,16,3,3.75
46683,2017-06-15,5,3,0.96
46684,2020-08-21,9,1,21.8
46685,2004-03-16,15,1,13.53
46686,2022-12-25,14,1,2.81
46687,2021-06-27,2,4,3.57
46688,2011-08-12,7,2,26.32
46689,2008-06-27,6,4,15.76
46690,2010-02-25,3,2,10.65
46691,2004-10-01,9,1,21.8
46692,2011-12-31,18,4,26.59
46693,2007-10-16,2,1,3.57
46694,2000-02-13,15,4,13.53
46695,2011-11-29,17,4,23.49
46696,2021-04-11,13,2,1.78
46697,2022-10-12,0,3,20.15
46698,2019-01-31,1,3,23.06
46699,2012-07-09,18,2,26.59
46700,2016-08-02,0,1,20.15
46701,2018-09-29,10,4,3.35
46702,2003-01-14,7,2,26.32
46703,2007-04-01,18,4,26.59
46704,2008-08-04,2,4,3.57
46705,2016-02-26,8,3,2.11
46706,2005-09-07,17,4,23.49
46707,2009-12-25,18,2,26.59
46708,2015-10-21,10,2,3.35
46709,2006-05-09,9,4,21.8
46710,2021-12-04,1,2,23.06
46711,2012-04-30,0,4,20.15
46712,2020-11-21,6,1,15.76
46713,2023-09-29,14,4,2.81
46714,2010-07-25,18,3,26.59
46715,2005-06-18,4,2,9.13
46716,2019-02-10,19,4,7.29
46717,2004-05-26,1,1,23.06
46718,2022-07-23,14,1,2.81
46719,2001-04-27,7,4,26.32
46720,2017-09-07,7,2,26.32
46721,2003-08-10,11,1,3.5
46722,2003-09-05,7,2,26.32
46723,2019-08-21,11,4,3.5
46724,2005-11-11,4,2,9.13
46725,2007-10-27,0,4,20.15
46726,2000-12-25,5,4,0.96
46727,2017-08-16,14,3,2.81
46728,2016-02-27,9,3,21.8
46729,2005-06-13,16,3,3.75
46730,2021-04-27,4,1,9.13
46731,2011-07-14,13,1,1.78
46732,2013-05-23,4,3,9.13
46733,2003-04-26,0,2,20.15
46734,2022-07-13,1,3,23.06
46735,2023-02-12,5,4,0.96
46736,2017-04-23,6,3,15.76
46737,2013-11-25,18,4,26.59
46738,2007-10-16,12,4,0.53
46739,2002-11-28,12,1,0.53
46740,2010-08-19,7,1,26.32
46741,2016-04-19,8,2,2.11
46742,2009-05-08,19,4,7.29
46743,2009-05-24,1,3,23.06
46744,2019-09-24,2,1,3.57
46745,2015-08-18,0,3,20.15
46746,2018-04-20,5,2,0.96
46747,2006-12-10,0,4,20.15
46748,2006-10-12,17,4,23.49
46749,2001-05-09,10,4,3.35
46750,2002-10-11,7,4,26.32
46751,2002-09-26,14,3,2.81
46752,2011-03-06,9,1,21.8
46753,2021-03-11,7,1,26.32
46754,2009-12-15,2,4,3.57
46755,2011-10-07,10,1,3.35
46756,2007-03-25,15,1,13.53
46757,2017-04-02,2,3,3.57
46758,2017-12-05,11,3,3.5
46759,2001-02-02,9,1,21.8
46760,2020-11-20,7,3,26.32
46761,2002-11-25,4,1,9.13
46762,2020-07-26,6,3,15.76
46763,2011-06-14,11,2,3.5
46764,2022-04-12,17,3,23.49
46765,2023-05-08,3,1,10.65
46766,2017-10-26,1,3,23.06
46767,2010-06-12,13,3,1.78
46768,2019-01-31,12,3,0.53
46769,2014-06-13,11,1,3.5
46770,2013-04-17,7,1,26.32
46771,2015-08-25,7,2,26.32
46772,2002-01-19,12,4,0.53
46773,2008-11-12,12,4,0.53
46774,2010-12-07,1,1,23.06
46775,2000-01-24,12,3,0.53
46776,2008-10-16,17,2,23.49
46777,2021-04-16,8,2,2.11
46778,2014-04-19,5,2,0.96
46779,2001-05-08,7,4,26.32
46780,2004-01-14,5,1,0.96
46781,2005-11-22,6,4,15.76
46782,2013-06-05,18,1,26.59
46783,2019-04-18,3,3,10.65
46784,2018-08-12,10,2,3.35
46785,2013-09-18,3,4,10.65
46786,2019-03-21,1,4,23.06
46787,2005-08-02,2,4,3.57
46788,2022-11-06,19,1,7.29
46789,2021-12-29,0,1,20.15
46790,2016-01-02,16,2,3.75
46791,2008-05-27,15,3,13.53
46792,2003-01-12,13,4,1.78
46793,2017-10-12,2,1,3.57
46794,2006-06-12,10,1,3.35
46795,2015-06-08,2,4,3.57
46796,2018-04-19,10,4,3.35
46797,2012-10-11,1,1,23.06
46798,2021-10-13,6,3,15.76
46799,2011-09-15,6,4,15.76
46800,2012-12-21,1,2,23.06
46801,2015-10-17,18,1,26.59
46802,2022-06-24,18,4,26.59
46803,2012-05-29,4,4,9.13
46804,2014-01-13,12,3,0.53
46805,2006-05-17,13,4,1.78
46806,2010-03-07,17,2,23.49
46807,2015-11-01,2,1,3.57
46808,2020-01-08,3,1,10.65
46809,2015-04-04,5,4,0.96
46810,2016-02-24,6,4,15.76
46811,2000-01-20,18,2,26.59
46812,2011-03-05,10,2,3.35
46813,2019-06-28,13,2,1.78
46814,2005-11-19,8,3,2.11
46815,2005-06-29,16,1,3.75
46816,2004-09-25,18,1,26.59
46817,2001-01-14,9,1,21.8
46818,2004-04-17,9,2,21.8
46819,2015-06-28,8,1,2.11
46820,2010-09-01,10,4,3.35
46821,2020-01-03,11,2,3.5
46822,2006-02-03,4,2,9.13
46823,2012-06-30,19,1,7.29
46824,2007-08-30,12,4,0.53
46825,2020-09-02,2,2,3.57
46826,2000-06-27,5,4,0.96
46827,2021-08-14,1,1,23.06
46828,2002-06-28,3,2,10.65
46829,2017-05-02,6,1,15.76
46830,2015-03-02,6,4,15.76
46831,2005-05-18,15,3,13.53
46832,2017-06-16,2,1,3.57
46833,2022-05-31,5,1,0.96
46834,2017-09-28,4,4,9.13
46835,2015-05-11,10,3,3.35
46836,2000-06-18,17,3,23.49
46837,2003-11-16,8,4,2.11
46838,2017-08-19,6,2,15.76
46839,2014-09-10,17,2,23.49
46840,2006-11-06,5,2,0.96
46841,2010-09-29,3,4,10.65
46842,2002-03-30,3,1,10.65
46843,2013-12-26,1,2,23.06
46844,2022-06-01,7,3,26.32
46845,2018-12-09,14,4,2.81
46846,2021-03-13,10,4,3.35
46847,2017-08-09,5,2,0.96
46848,2006-08-28,13,2,1.78
46849,2009-08-02,10,2,3.35
46850,2008-04-17,0,4,20.15
46851,2019-04-26,14,1,2.81
46852,2011-04-04,14,3,2.81
46853,2019-03-07,9,3,21.8
46854,2007-03-26,16,4,3.75
46855,2003-10-16,9,1,21.8
46856,2010-12-21,5,1,0.96
46857,2007-09-30,0,2,20.15
46858,2011-05-05,3,1,10.65
46859,2000-05-01,19,1,7.29
46860,2017-02-24,1,3,23.06
46861,2006-07-29,10,2,3.35
46862,2004-12-30,19,1,7.29
46863,2018-12-04,7,1,26.32
46864,2004-05-21,0,3,20.15
46865,2017-03-28,11,3,3.5
46866,2003-09-18,12,1,0.53
46867,2010-01-17,14,4,2.81
46868,2016-04-27,0,1,20.15
46869,2007-02-09,9,3,21.8
46870,2019-11-15,8,1,2.11
46871,2006-05-25,12,1,0.53
46872,2020-02-08,16,4,3.75
46873,2011-07-05,15,4,13.53
46874,2012-12-28,12,2,0.53
46875,2019-07-03,16,3,3.75
46876,2019-02-14,19,3,7.29
46877,2023-07-08,6,2,15.76
46878,2007-03-08,1,4,23.06
46879,2023-04-19,10,3,3.35
46880,2004-03-02,7,4,26.32
46881,2019-11-19,7,3,26.32
46882,2000-11-21,19,2,7.29
46883,2014-01-30,1,2,23.06
46884,2017-11-14,19,1,7.29
46885,2017-06-21,1,4,23.06
46886,2010-08-09,6,4,15.76
46887,2020-11-29,14,2,2.81
46888,2023-06-10,11,2,3.5
46889,2014-05-26,13,2,1.78
46890,2005-01-13,18,1,26.59
46891,2004-06-08,14,1,2.81
46892,2002-10-18,12,2,0.53
46893,2021-12-01,6,2,15.76
46894,2018-07-10,19,4,7.29
46895,2012-09-10,11,2,3.5
46896,2018-11-05,17,2,23.49
46897,2017-01-31,14,4,2.81
46898,2020-09-23,8,1,2.11
46899,2002-12-06,4,3,9.13
46900,2010-01-25,7,3,26.32
46901,2018-02-08,17,3,23.49
46902,2014-12-14,17,1,23.49
46903,2007-01-16,19,1,7.29
46904,2020-05-02,12,3,0.53
46905,2014-09-05,6,2,15.76
46906,2023-03-01,19,2,7.29
46907,2003-10-15,7,4,26.32
46908,2000-09-25,16,3,3.75
46909,2010-08-05,2,3,3.57
46910,2011-10-05,16,3,3.75
46911,2022-04-20,14,1,2.81
46912,2021-04-23,6,1,15.76
46913,2010-12-30,18,2,26.59
46914,2002-02-17,19,3,7.29
46915,2019-04-02,1,3,23.06
46916,2021-11-04,6,2,15.76
46917,2020-06-17,14,4,2.81
46918,2021-06-14,2,2,3.57
46919,2019-09-29,0,2,20.15
46920,2016-12-31,7,1,26.32
46921,2002-01-16,17,4,23.49
46922,2000-05-04,19,1,7.29
46923,2014-07-18,13,1,1.78
46924,2011-07-05,19,1,7.29
46925,2004-10-20,19,1,7.29
46926,2004-09-05,12,2,0.53
46927,2020-07-25,14,4,2.81
46928,2005-11-21,11,4,3.5
46929,2020-01-12,14,2,2.81
46930,2000-11-20,19,4,7.29
46931,2004-10-11,1,2,23.06
46932,2014-09-19,0,4,20.15
46933,2006-02-21,6,3,15.76
46934,2004-05-13,13,4,1.78
46935,2005-07-10,16,1,3.75
46936,2023-09-10,13,2,1.78
46937,2006-03-22,18,2,26.59
46938,2000-03-08,0,1,20.15
46939,2014-09-09,8,1,2.11
46940,2014-05-11,19,3,7.29
46941,2012-10-20,18,1,26.59
46942,2000-02-20,6,4,15.76
46943,2015-03-05,10,3,3.35
46944,2006-07-22,2,2,3.57
46945,2020-07-25,16,3,3.75
46946,2006-05-23,11,3,3.5
46947,2009-07-30,1,1,23.06
46948,2012-12-02,6,3,15.76
46949,2002-05-04,15,2,13.53
46950,2010-01-04,16,2,3.75
46951,2001-08-30,16,4,3.75
46952,2000-10-10,11,1,3.5
46953,2022-09-23,16,4,3.75
46954,2015-03-22,1,1,23.06
46955,2003-02-08,4,1,9.13
46956,2017-11-07,13,3,1.78
46957,2008-10-18,17,2,23.49
46958,2020-09-10,7,4,26.32
46959,2021-12-21,9,3,21.8
46960,2023-11-22,12,4,0.53
46961,2005-08-23,18,2,26.59
46962,2017-03-11,10,3,3.35
46963,2017-06-13,10,2,3.35
46964,2017-12-04,2,1,3.57
46965,2018-11-11,0,3,20.15
46966,2004-12-13,17,2,23.49
46967,2022-04-04,15,1,13.53
46968,2001-02-24,3,1,10.65
46969,2017-04-22,15,4,13.53
46970,2013-01-15,9,3,21.8
46971,2016-11-09,1,4,23.06
46972,2022-10-21,4,3,9.13
46973,2013-10-16,5,1,0.96
46974,2012-03-05,12,1,0.53
46975,2016-05-07,13,2,1.78
46976,2009-12-28,18,4,26.59
46977,2020-02-16,0,1,20.15
46978,2001-01-28,14,2,2.81
46979,2017-10-25,11,2,3.5
46980,2003-01-15,8,4,2.11
46981,2017-11-29,13,4,1.78
46982,2007-02-24,12,3,0.53
46983,2017-01-06,8,2,2.11
46984,2004-04-25,8,2,2.11
46985,2023-05-24,11,3,3.5
46986,2007-05-21,6,4,15.76
46987,2018-06-08,11,1,3.5
46988,2007-08-22,11,3,3.5
46989,2018-08-15,5,2,0.96
46990,2005-07-15,3,2,10.65
46991,2011-04-26,0,2,20.15
46992,2006-06-17,17,3,23.49
46993,2018-11-12,19,2,7.29
46994,2013-12-08,14,4,2.81
46995,2005-05-12,11,4,3.5
46996,2007-06-30,8,4,2.11
46997,2001-02-16,0,2,20.15
46998,2000-09-10,19,1,7.29
46999,2005-04-13,10,2,3.35
47000,2014-06-12,3,2,10.65
47001,2015-11-01,1,3,23.06
47002,2022-08-18,17,4,23.49
47003,2010-10-03,19,2,7.29
47004,2014-10-26,16,3,3.75
47005,2020-07-12,19,1,7.29
47006,2008-07-09,13,3,1.78
47007,2006-11-09,13,2,1.78
47008,2010-02-23,4,3,9.13
47009,2015-06-25,17,3,23.49
47010,2005-02-05,10,1,3.35
47011,2007-07-26,12,3,0.53
47012,2005-12-17,12,4,0.53
47013,2018-12-07,18,4,26.59
47014,2009-12-06,17,1,23.49
47015,2010-10-01,6,3,15.76
47016,2005-11-20,17,2,23.49
47017,2019-06-13,18,4,26.59
47018,2009-03-11,7,3,26.32
47019,2009-01-21,1,2,23.06
47020,2022-06-25,8,1,2.11
47021,2011-10-27,2,4,3.57
47022,2007-06-17,10,3,3.35
47023,2002-07-31,7,2,26.32
47024,2005-03-31,0,2,20.15
47025,2009-05-27,3,1,10.65
47026,2005-08-12,16,3,3.75
47027,2004-12-16,1,2,23.06
47028,2014-03-11,4,1,9.13
47029,2021-04-20,1,2,23.06
47030,2000-08-15,9,4,21.8
47031,2016-01-18,11,1,3.5
47032,2014-08-10,10,2,3.35
47033,2003-11-13,7,2,26.32
47034,2016-01-27,8,1,2.11
47035,2005-07-26,1,1,23.06
47036,2020-08-01,3,3,10.65
47037,2019-11-10,17,1,23.49
47038,2020-03-22,10,1,3.35
47039,2008-12-02,11,2,3.5
47040,2005-07-30,13,3,1.78
47041,2019-03-20,7,2,26.32
47042,2023-02-07,14,1,2.81
47043,2014-07-22,4,3,9.13
47044,2000-12-21,19,4,7.29
47045,2017-08-24,19,4,7.29
47046,2002-03-30,17,1,23.49
47047,2002-05-25,2,4,3.57
47048,2004-10-21,17,4,23.49
47049,2007-02-08,17,4,23.49
47050,2011-04-16,14,3,2.81
47051,2009-01-06,9,4,21.8
47052,2009-04-01,7,2,26.32
47053,2011-08-23,6,1,15.76
47054,2023-03-05,2,1,3.57
47055,2023-12-03,12,3,0.53
47056,2001-05-10,18,3,26.59
47057,2010-12-06,3,4,10.65
47058,2010-05-16,9,1,21.8
47059,2010-08-08,4,3,9.13
47060,2020-11-19,4,3,9.13
47061,2003-09-01,17,4,23.49
47062,2023-11-20,1,4,23.06
47063,2021-04-01,1,1,23.06
47064,2004-12-01,2,2,3.57
47065,2004-08-24,1,3,23.06
47066,2018-04-06,13,3,1.78
47067,2005-08-10,4,1,9.13
47068,2014-06-27,1,3,23.06
47069,2015-08-09,11,2,3.5
47070,2017-07-19,10,1,3.35
47071,2008-04-20,1,2,23.06
47072,2008-03-17,17,2,23.49
47073,2021-07-27,15,3,13.53
47074,2012-04-14,14,2,2.81
47075,2016-06-15,4,4,9.13
47076,2002-05-25,18,3,26.59
47077,2019-02-14,1,2,23.06
47078,2004-05-08,17,3,23.49
47079,2022-08-09,17,1,23.49
47080,2005-11-06,5,2,0.96
47081,2003-06-12,9,1,21.8
47082,2008-09-02,3,3,10.65
47083,2002-09-15,19,4,7.29
47084,2011-05-02,17,4,23.49
47085,2009-08-24,0,1,20.15
47086,2019-06-12,7,1,26.32
47087,2016-08-22,7,4,26.32
47088,2006-03-07,12,1,0.53
47089,2018-02-17,16,4,3.75
47090,2012-08-26,17,3,23.49
47091,2019-05-10,3,4,10.65
47092,2023-05-01,10,1,3.35
47093,2012-06-11,13,4,1.78
47094,2017-06-08,4,1,9.13
47095,2000-03-28,5,4,0.96
47096,2005-11-15,5,1,0.96
47097,2020-12-25,11,1,3.5
47098,2000-10-31,2,2,3.57
47099,2008-05-04,10,2,3.35
47100,2006-09-29,4,3,9.13
47101,2020-05-03,9,4,21.8
47102,2002-07-26,12,1,0.53
47103,2009-03-04,15,4,13.53
47104,2015-07-20,0,2,20.15
47105,2000-04-13,1,4,23.06
47106,2023-06-29,15,4,13.53
47107,2014-12-24,5,2,0.96
47108,2017-05-03,19,2,7.29
47109,2002-12-06,9,1,21.8
47110,2019-06-21,18,4,26.59
47111,2022-10-17,13,1,1.78
47112,2022-08-20,0,3,20.15
47113,2018-05-18,4,2,9.13
47114,2007-10-16,8,3,2.11
47115,2004-01-20,1,2,23.06
47116,2012-01-29,4,3,9.13
47117,2016-07-06,3,1,10.65
47118,2015-07-03,10,1,3.35
47119,2008-09-28,1,2,23.06
47120,2011-08-06,10,1,3.35
47121,2022-12-15,5,2,0.96
47122,2010-12-04,16,3,3.75
47123,2010-11-13,0,1,20.15
47124,2013-07-18,19,1,7.29
47125,2002-09-03,3,2,10.65
47126,2021-09-19,12,1,0.53
47127,2001-02-15,6,4,15.76
47128,2010-03-21,0,2,20.15
47129,2008-01-26,6,2,15.76
47130,2016-02-10,19,2,7.29
47131,2001-04-21,18,1,26.59
47132,2018-09-06,17,3,23.49
47133,2009-11-12,9,3,21.8
47134,2010-09-08,14,2,2.81
47135,2010-06-29,8,3,2.11
47136,2002-07-09,8,1,2.11
47137,2004-09-08,3,3,10.65
47138,2001-07-19,12,4,0.53
47139,2015-03-28,4,4,9.13
47140,2011-03-03,8,2,2.11
47141,2022-08-27,7,2,26.32
47142,2002-06-16,9,2,21.8
47143,2015-02-27,5,1,0.96
47144,2007-09-01,17,4,23.49
47145,2018-11-27,19,2,7.29
47146,2002-04-07,8,4,2.11
47147,2021-10-18,9,2,21.8
47148,2003-05-07,16,4,3.75
47149,2004-07-24,2,2,3.57
47150,2007-05-18,6,4,15.76
47151,2012-12-25,9,3,21.8
47152,2001-06-11,17,4,23.49
47153,2013-11-27,14,2,2.81
47154,2005-09-18,9,1,21.8
47155,2022-01-31,2,2,3.57
47156,2023-06-21,19,1,7.29
47157,2001-07-19,17,1,23.49
47158,2013-09-12,13,3,1.78
47159,2019-07-26,15,4,13.53
47160,2005-07-30,4,4,9.13
47161,2017-09-09,7,4,26.32
47162,2023-11-22,6,4,15.76
47163,2019-06-30,4,2,9.13
47164,2021-08-07,10,2,3.35
47165,2020-03-04,6,4,15.76
47166,2015-08-24,5,2,0.96
47167,2016-02-09,11,1,3.5
47168,2014-10-24,4,4,9.13
47169,2005-03-28,10,4,3.35
47170,2013-04-20,3,1,10.65
47171,2009-05-25,1,4,23.06
47172,2008-09-20,12,4,0.53
47173,2000-04-05,12,2,0.53
47174,2001-06-29,19,4,7.29
47175,2004-09-01,9,3,21.8
47176,2005-01-03,15,1,13.53
47177,2014-03-25,18,1,26.59
47178,2023-06-20,6,2,15.76
47179,2008-10-07,9,2,21.8
47180,2003-11-22,12,2,0.53
47181,2001-08-19,7,4,26.32
47182,2022-04-23,8,3,2.11
47183,2020-06-16,15,1,13.53
47184,2014-08-13,3,4,10.65
47185,2012-12-18,6,1,15.76
47186,2011-12-21,18,3,26.59
47187,2014-04-04,8,4,2.11
47188,2023-06-16,1,2,23.06
47189,2015-12-09,10,2,3.35
47190,2006-10-17,1,1,23.06
47191,2013-02-01,13,4,1.78
47192,2021-05-15,19,1,7.29
47193,2015-09-22,19,2,7.29
47194,2003-09-30,6,3,15.76
47195,2006-07-11,13,4,1.78
47196,2016-04-23,16,4,3.75
47197,2021-04-29,1,4,23.06
47198,2015-07-19,3,1,10.65
47199,2003-03-21,9,2,21.8
47200,2013-10-06,1,2,23.06
47201,2021-10-07,14,1,2.81
47202,2020-10-02,0,3,20.15
47203,2020-09-27,19,3,7.29
47204,2002-02-25,19,3,7.29
47205,2013-07-05,7,2,26.32
47206,2006-03-01,18,1,26.59
47207,2012-08-18,5,1,0.96
47208,2009-11-23,17,4,23.49
47209,2001-07-25,8,4,2.11
47210,2016-07-31,14,2,2.81
47211,2019-11-24,15,3,13.53
47212,2016-08-16,16,3,3.75
47213,2020-07-22,16,4,3.75
47214,2004-05-25,4,2,9.13
47215,2001-07-07,14,2,2.81
47216,2020-03-19,0,2,20.15
47217,2007-02-15,15,2,13.53
47218,2009-03-30,9,1,21.8
47219,2006-07-30,6,4,15.76
47220,2017-12-15,4,3,9.13
47221,2005-09-17,5,4,0.96
47222,2013-01-02,8,4,2.11
47223,2014-08-11,9,3,21.8
47224,2016-10-10,4,1,9.13
47225,2012-11-25,1,4,23.06
47226,2013-08-03,18,3,26.59
47227,2003-06-12,9,1,21.8
47228,2016-03-03,9,1,21.8
47229,2023-07-29,10,2,3.35
47230,2000-01-07,14,3,2.81
47231,2021-01-27,10,1,3.35
47232,2008-04-07,10,4,3.35
47233,2000-09-14,11,1,3.5
47234,2017-07-01,4,3,9.13
47235,2010-07-21,3,4,10.65
47236,2003-09-03,15,3,13.53
47237,2010-05-28,7,3,26.32
47238,2001-07-23,1,2,23.06
47239,2008-09-29,14,2,2.81
47240,2003-06-24,13,3,1.78
47241,2023-11-04,8,2,2.11
47242,2023-04-27,12,4,0.53
47243,2005-04-24,7,3,26.32
47244,2007-07-28,16,2,3.75
47245,2016-04-14,14,1,2.81
47246,2009-11-29,12,4,0.53
47247,2001-09-24,8,3,2.11
47248,2021-08-20,14,4,2.81
47249,2023-05-16,9,3,21.8
47250,2016-02-16,6,2,15.76
47251,2018-01-17,10,3,3.35
47252,2022-10-21,5,1,0.96
47253,2013-05-19,19,4,7.29
47254,2001-01-02,12,1,0.53
47255,2022-03-28,3,2,10.65
47256,2002-02-01,18,4,26.59
47257,2020-11-14,15,1,13.53
47258,2006-04-20,18,1,26.59
47259,2002-04-12,8,4,2.11
47260,2016-01-07,15,1,13.53
47261,2018-03-19,3,2,10.65
47262,2020-06-09,5,3,0.96
47263,2010-01-03,11,2,3.5
47264,2016-12-12,5,2,0.96
47265,2007-12-15,3,4,10.65
47266,2014-08-20,14,3,2.81
47267,2003-07-30,12,1,0.53
47268,2004-10-01,14,4,2.81
47269,2017-02-21,17,4,23.49
47270,2016-03-21,8,3,2.11
47271,2018-08-20,18,4,26.59
47272,2012-11-29,0,4,20.15
47273,2019-06-27,12,1,0.53
47274,2012-07-30,3,2,10.65
47275,2012-02-02,12,4,0.53
47276,2012-12-19,4,4,9.13
47277,2007-06-14,4,1,9.13
47278,2015-03-09,16,1,3.75
47279,2003-06-17,17,1,23.49
47280,2016-12-19,13,3,1.78
47281,2010-08-27,2,1,3.57
47282,2013-09-25,15,3,13.53
47283,2012-08-26,4,1,9.13
47284,2010-02-03,13,3,1.78
47285,2021-04-29,12,2,0.53
47286,2017-09-20,13,2,1.78
47287,2000-07-06,17,2,23.49
47288,2010-07-09,14,1,2.81
47289,2008-03-07,0,4,20.15
47290,2003-11-22,12,2,0.53
47291,2013-05-30,7,1,26.32
47292,2016-11-20,5,3,0.96
47293,2003-08-09,18,4,26.59
47294,2009-09-24,17,3,23.49
47295,2017-06-04,18,1,26.59
47296,2022-09-16,1,1,23.06
47297,2014-05-21,3,1,10.65
47298,2001-03-28,13,2,1.78
47299,2008-04-01,0,1,20.15
47300,2014-09-19,15,3,13.53
47301,2021-04-03,2,3,3.57
47302,2009-06-13,7,4,26.32
47303,2005-07-09,16,4,3.75
47304,2016-06-10,15,1,13.53
47305,2014-03-11,2,4,3.57
47306,2008-05-18,7,1,26.32
47307,2021-10-20,13,4,1.78
47308,2001-05-23,1,1,23.06
47309,2020-08-24,6,2,15.76
47310,2012-02-20,17,1,23.49
47311,2018-08-10,8,3,2.11
47312,2010-10-09,3,4,10.65
47313,2016-02-14,6,4,15.76
47314,2012-08-21,14,3,2.81
47315,2006-03-30,13,2,1.78
47316,2010-06-25,11,2,3.5
47317,2022-01-03,18,1,26.59
47318,2019-01-10,17,2,23.49
47319,2013-10-25,0,3,20.15
47320,2004-05-21,16,4,3.75
47321,2020-06-14,1,4,23.06
47322,2002-08-06,18,3,26.59
47323,2004-03-06,11,2,3.5
47324,2016-03-08,17,4,23.49
47325,2007-02-25,11,4,3.5
47326,2006-12-11,1,4,23.06
47327,2017-04-29,2,1,3.57
47328,2001-04-30,13,1,1.78
47329,2014-04-17,16,1,3.75
47330,2004-03-14,19,3,7.29
47331,2019-08-29,18,2,26.59
47332,2016-10-08,16,3,3.75
47333,2016-08-02,12,3,0.53
47334,2002-04-30,0,4,20.15
47335,2001-04-08,16,2,3.75
47336,2013-09-05,0,3,20.15
47337,2018-06-15,16,4,3.75
47338,2013-11-06,9,3,21.8
47339,2012-10-17,15,3,13.53
47340,2000-04-04,3,4,10.65
47341,2005-01-22,3,3,10.65
47342,2023-11-23,17,1,23.49
47343,2021-07-14,11,4,3.5
47344,2011-01-12,18,3,26.59
47345,2011-03-23,6,1,15.76
47346,2019-12-23,10,2,3.35
