Nombre empresaAlfabeto latino,NACE Rev. 2 Código principal (4 digitos),Código de consolidación,Último año disponible,"Ingresos explotación (Cifra ventas)
mil USD Últ, año disp,","Número de empleados
Últ. año disp.","Ciudad
Latin Alphabet","Activos fijos
mil USD Últ. año disp.","Activo circulante
mil USD Últ. año disp.","Activos totales
mil USD Últ. año disp.","Fondos de los accionistas
mil USD Últ. año disp.","Deuda a largo plazo
mil USD Últ. año disp.","Ingresos explotación (Cifra ventas)
mil USD Últ. año disp.","Resultado actividades ordinarias
mil USD Últ. año disp.","P/G por periodo [=ingresos netos]
mil USD Últ. año disp.","ROE - base: result. antes impuestos
Últ. año disp.","ROA utilizando Ingresos Netos
Últ. año disp.","Margen de beneficio
Últ. año disp."
MALLPACK-LET SL,1310,U1,2021,1042.45881226008,12,CARTAGENA,442.117223686624,1599.50241622152,2041.61963990815,599.260180667288,1376.06017341213,1042.45881226008,18.5773848025632,18.5773848025632,4.14,0.91,2.38
TOLDOS PASCUAL SL,1392,U1,2022,1039.49419811715,13,HUELVA,44.6624883234739,805.004753802377,849.667242125851,126.834326168412,115.156011045527,1039.49419811715,13.2694149094939,13.2694149094939,15.696,1.562,1.915
PLOTEX TAPICERIAS SL,1320,U1,2022,1038.76212689239,3,ARENYS DE MUNT,26.4939366465271,780.710870588291,807.204807234818,466.995205569303,53.1116201656818,1038.76212689239,27.4691392246366,27.4691392246366,7.738,3.403,3.479
SOLEIL GENEROS DE PUNTO SL,1391,U1,2022,1037.36684410583,17,CANILLAS DE ACEITUNO,149.201312079001,468.138514892757,617.339826971757,420.731058124286,59.8899132435381,1037.36684410583,-25.1406778798044,-25.1406778798044,-6.331,-4.072,-2.568
TEXTIL JUAN VALERO SL,1320,U1,2011,1036.3335025359,3,CABRERA DE MAR,29.4261042858863,1239.32322211985,1268.74932640574,162.179741703773,792.400947430674,1036.3335025359,0.810265991470814,0.810265991470814,0.5,0.064,0.078
TORRES TRANSFER SL,1330,U1,2022,1034.70151864462,15,PUENTE GENIL,323.635093589765,361.095379534769,684.730473124534,160.688919213384,131.42458639006,1034.70151864462,9.09605642982125,9.09605642982125,7.548,1.328,1.172
HILADOS Y PRODUCTOS TECNICOS TEXTILES SOCIEDAD LIMITADA.,1320,U1,2022,1033.55353761541,1,OLOT,21.7375748865724,582.301393822777,604.03896870935,217.687259912264,156.949656059438,1033.55353761541,27.1721232651412,27.1721232651412,16.508,4.498,3.477
RETRAFIL OLOST S.L.,1310,U1,1998,1033.18302740264,24,OSONA,75.6964101462364,155.804099344969,231.500509491205,13.3841052439213,0.0,1033.18302740264,-10.0554394505024,-0.383638978242874,-75.13,-0.166,-0.973
MUESTRARIOS Y REVISADOS PRIOR SL.,1392,U1,2018,1025.86761794112,27,COCENTAINA,154.95106173081,383.941227070389,538.892288801199,370.445872419995,42.3783835047328,1025.86761794112,120.803354573567,120.803354573567,40.891,22.417,14.766
HILFRASAL SL.,1394,U1,2021,1022.62341318541,16,COX,123.459424969268,742.203911074519,865.663336043787,175.898377490759,343.803722787666,1022.62341318541,29.4587641071081,29.4587641071081,22.33,3.403,3.841
PAGES HERMANOS SL,1399,U1,2021,1019.86567867477,10,CASTELLBELL I EL VILAR,212.221809409404,479.127679625773,691.349489035177,547.658277535629,15.1238044476271,1019.86567867477,36.7177455830884,36.7177455830884,8.939,5.311,4.8
GENEROS DE PUNTO PONENT SL,1330,U1,2021,1009.51044997566,19,MALGRAT DE MAR,939.554904966974,678.098699694014,1617.65360466099,708.346240633249,514.482885519576,1009.51044997566,18.0527303621364,18.0527303621364,3.288,1.116,2.307
PREPARADOS TEXTILES F M SL,1320,U1,2022,1008.27317786663,16,ONTINYENT,1144.62309670757,265.020492022347,1409.64358872992,680.723930804825,490.936961628336,1008.27317786663,-36.1471526510298,-36.1471526510298,-7.08,-2.564,-4.78
SERIPRINT SL,1330,U1,2022,1007.29584208954,8,ONTINYENT,296.149635392958,925.76143609677,1221.91107148973,551.88914396621,365.134805116701,1007.29584208954,9.22330174877047,9.22330174877047,1.902,0.755,1.042
PASTOR Y NAVARRO SL,1399,U1,2022,1006.29273726882,12,ONIL,708.449757862306,453.621306573939,1162.07106443625,447.815368253559,365.016039263684,1006.29273726882,16.3963315646368,16.3963315646368,4.882,1.411,2.173
STAR MAR SA,1394,U1,2021,1002.91479738915,6,CABRILS,47.0342857882977,1174.85750035007,1221.89178613837,1017.60429492288,2.72413025951386,1002.91479738915,101.103605126381,101.103605126381,15.036,8.274,15.256
ALESIA QUANTUM SL.,1396,U1,2022,1002.04441817711,6,JEREZ DE LA FRONTERA,66.6333925140977,690.200261950195,756.833654464293,147.713021817064,101.326951384544,1002.04441817711,30.0359631565052,30.0359631565052,28.138,3.969,4.148
INTYVEN IBERICA SL.,1392,U1,2020,1001.60857520184,36,ALCALA DE HENARES,49.387740408808,193.862485206038,243.250225614846,4.8548956682682,30.3710757907033,1001.60857520184,-4.56364364954829,-4.56364364954829,-94.001,-1.876,-0.456
TEJIDOS BAGES SL,1320,U1,2016,1001.60018391387,9,MANRESA,583.513086615601,731.248133562069,1314.76122017767,674.576979487238,320.960224037676,1001.60018391387,0.830007480269909,0.830007480269909,0.176,0.063,0.118
INDUSTRIAS CID SL,1396,U1,2022,1000.08246174843,6,COLMENAR VIEJO,82.5910007778287,566.414426443154,649.005427220982,317.761106222034,44.8132948251188,1000.08246174843,16.1337785012066,16.1337785012066,5.077,2.486,1.613
RAMSOL SISTEMAS DE PROTECCION SOLAR SL.,1392,U1,2021,999.409648609614,13,UTRERA,395.88150039711,224.34713382504,620.22863422215,214.281159918451,301.859965711284,999.409648609614,96.009146291399,96.009146291399,59.74,15.48,12.809
TOLDOS COMPOSTELA S.COOP. GALEGA,1392,U1,2021,999.005264995837,16,SANTIAGO DE COMPOSTELA,296.341166845107,511.368415890098,807.709582735205,92.7300871852398,292.429743009281,999.005264995837,-37.7713821297169,-37.7713821297169,-53.576,-4.676,-4.973
COTOLDO SL,1392,U1,2022,998.312685215551,10,GETAFE,409.942073654711,577.652097319454,987.594170974165,478.187673959291,328.777713688397,998.312685215551,14.5908036835074,14.5908036835074,4.147,1.477,1.986
JESUS RUBIO SA,1310,U1,2022,997.877256640464,13,BARBERA DEL VALLES,322.878959880549,900.684284882486,1223.56324476303,165.673362607908,278.937204829276,997.877256640464,-73.570470257771,-73.570470257771,-43.828,-6.013,-7.277
EQUOTEX CONTRACT SOCIEDAD LIMITADA.,1392,U1,2022,993.714637751039,25,AGULLENT,154.171249720484,223.596871702904,377.768121423388,58.9267099096715,158.127640532255,993.714637751039,5.59459163178205,5.59459163178205,11.785,1.481,0.699
TECON TORMO 44 S.L.,1391,U1,2003,993.541097953796,20,VILANOVA DEL CAMI,174.929595949173,717.305562676668,892.235158625841,12.0312722449303,5.7453555996418,993.541097953796,-8.04400303673744,-8.04400303673744,-95.507,-0.902,-1.157
CREACIONES VISI SL,1320,U1,2022,991.279261540103,13,MIRA,421.45920426293,698.252554786801,1119.71175798313,169.07281783089,133.995699118471,991.279261540103,51.3194663755357,51.3194663755357,41.174,4.583,7.023
CONFECCIONES Y DECORACION LA SAGRA S.L.,1392,U1,2022,991.048054769033,18,ILLESCAS,266.253982332534,418.261005697387,684.514988029921,405.865199764746,93.6916136198878,991.048054769033,51.3071578174412,51.3071578174412,16.887,7.495,6.916
FORNITURAS Y COMPLEMENTOS RAMON SL,1399,U1,2022,985.932942271203,6,ALHAURIN EL GRANDE,103.703356376374,1288.63599957191,1392.33935594828,1214.54354619058,74.6619641780853,985.932942271203,186.60435362947,186.60435362947,20.486,13.402,25.236
GUANTES INDUSTRIALES MORAN SL,1396,U1,2022,984.281451621568,5,GIJON,191.898185537553,587.976961687708,779.875147225261,278.98809229086,62.9994027296424,984.281451621568,124.552955190986,124.552955190986,60.229,15.971,17.071
TENDALS INDUSTRIALS DEL VALLES SL,1392,U1,2021,983.425339752388,12,SABADELL,19.3497740408421,327.006297517705,346.356071558547,211.48159847846,5.26227622253895,983.425339752388,16.655396058805,16.655396058805,10.501,4.809,2.258
ANBOTEX SL,1391,U1,2021,983.335150789905,5,DOSRIUS,842.275604060769,373.926734323096,1216.20233838387,654.993653421736,382.321420563984,983.335150789905,100.609576198268,100.609576198268,20.157,8.272,13.427
ACOLCHADOS INDUSTRIALES DEL VALLES SA,1399,U1,2022,981.85591905731,12,SABADELL,721.250594284618,334.347208234221,1055.59780251884,525.632813687682,386.017585841393,981.85591905731,72.3889969380277,72.3889969380277,16.995,6.858,9.098
HILADE SL,1392,U1,2022,976.973964141013,14,COCENTAINA,351.005743017656,727.7226559834,1078.72839900106,566.021811171526,182.901578844017,976.973964141013,10.8967110178888,10.8967110178888,2.316,1.01,1.342
INDUSTRIAS TEXTILES ANGELA SOCIEDAD LIMITADA.,1392,U1,2022,976.74664085868,7,ONTINYENT,38.6862353968084,549.881931721246,588.568167118055,109.480709830469,190.786863532752,976.74664085868,30.2082200404584,30.2082200404584,36.79,5.132,4.124
J MAINAT SA,1320,U1,2022,976.470999552929,18,CANET DE MAR,151.041366852164,420.089413204139,571.130778989704,395.936075804621,107.785723253703,976.470999552929,5.68384467695951,5.68384467695951,1.914,0.995,0.776
R CASANOVAS Y CIA SA,1310,U1,2002,976.396922688961,1,MANRESA,75.5883256845474,2241.1616614027,2316.74998708725,1396.56243020153,0.0,976.396922688961,-289.578017859459,-280.431241081238,-29.341,-12.105,-41.967
TEXFIRE TEXTILS TECNICS SL,1399,U1,2022,972.054648377842,8,BARBERA DEL VALLES,0.710376591169834,397.25330484063,397.9636814318,79.7353406379402,95.8400116391122,972.054648377842,7.4687242585957,7.4687242585957,12.383,1.877,1.016
TORCIDOS Y FANTASIAS CAUDETE SA,1399,U1,2022,970.107377957519,13,CAUDETE,635.868931939715,863.502594723815,1499.37152666353,1199.73952926937,88.8136808502615,970.107377957519,24.9697019818366,24.9697019818366,2.346,1.665,2.901
BENAVENT GOMAR SOCIEDAD LIMITADA,1310,U1,2006,969.348476488237,7,BENIGANIM,169.565156306119,370.830076335533,540.395232641652,356.635804945478,99.920955980258,969.348476488237,15.1188730196571,15.1188730196571,6.176,2.798,2.272
TOLDOS Y CERRAMIENTOS MARE NOSTRUM SOCIEDAD LIMITADA.,1399,U1,2022,967.226088498527,13,ALQUERIES/ALQUERIAS NINO PERDIDO,43.3871553153634,312.05086320774,355.438018523103,21.618702373606,77.4648916392743,967.226088498527,0.820896563543677,0.820896563543677,6.872,0.231,0.154
LUIS ORTEGA TAPICEROS SL,1330,U1,2022,966.807629521299,8,LEGANES,458.08185763182,264.464164395267,722.546022027087,312.117632335705,284.410140123427,966.807629521299,80.7407813115418,80.7407813115418,32.274,11.174,10.419
TEJIDOS EUROPA SA,1320,U1,2022,965.180873313797,8,LLICA DE VALL,81.7756494650245,798.195252023494,879.970901488519,531.243222989875,166.609165000922,965.180873313797,49.7792860484958,49.7792860484958,12.494,5.657,6.877
DICON INTERIORES SL.,1399,U1,2022,963.538107447976,20,BORRIANA/BURRIANA,131.046071563667,202.631013544071,333.677085107738,237.841467858517,1.06659948825836e-05,963.538107447976,55.0751444956064,55.0751444956064,27.243,16.506,6.725
ALFOMBRAS ALDECO S.L.,1393,U1,1998,962.971402411222,21,CREVILLENT,334.913412822247,1754.26606965065,2089.1794824729,11.8552413039207,0.0,962.971402411222,7.40411844062805,-4.5114577767849,98.483,-0.216,1.212
ALAVEDRA RIBOT SL,1320,U1,2022,962.118399533135,3,SABADELL,418.0808997078,380.677015543735,798.757915251535,223.838541814953,245.623228400922,962.118399533135,6.96545995605588,6.96545995605588,4.14,0.872,0.963
INRETEX SL,1310,U1,2022,961.773941228402,7,BOCAIRENT,153.062668876368,447.557869805104,600.620538681471,76.97793564291,320.533550269848,961.773941228402,5.32842172948718,5.32842172948718,9.229,0.887,0.739
TOLDOS VALLS S.L.,1392,U1,2021,961.121834717703,7,VINAROS,293.669396697807,355.354694261384,649.024090959191,391.922971714497,6.11604166030884,961.121834717703,94.4437680804491,94.4437680804491,31.9,14.552,13.008
TEXTILES TRIBECA SL.,1320,U1,2022,954.833813010192,1,ALCOI/ALCOY,2.34151652256846,1155.67448598325,1158.01600250582,290.877860762292,268.057218091363,954.833813010192,-17.477256550622,-17.477256550622,-6.008,-1.509,-1.83
DOBLADOS BUXO SA,1310,U1,2018,953.661969406239,23,SABADELL,348.280103950526,355.430621103716,703.710725054241,515.419696823213,71.0424195487201,953.661969406239,1.99038885296941,1.99038885296941,0.386,0.283,0.209
"EDMUNDO BEBIE, SA",1320,U1,2022,949.869400354058,2,BARCELONA,4845.74666882688,592.175662571222,5437.92233139811,5344.4460642149,6.22678648046255,949.869400354058,328.597458374882,328.597458374882,6.154,6.043,34.623
SISTEMAS SOLARIS MURCIA SL,1392,U1,2017,948.437908463488,15,TORRE-PACHECO,161.507526870649,427.97704486213,589.484571732779,400.255858847249,54.9729661765385,948.437908463488,20.5350429330611,20.5350429330611,6.841,3.484,2.887
ALARUS PROFESIONALES TEXTILES SL,1392,U1,2022,947.523542771572,21,VALDEMORO,240.125729320556,292.95467928986,533.080408610415,124.880433231866,224.625244265503,947.523542771572,11.1101909054637,11.1101909054637,8.897,2.084,1.173
"DISGREBA, SL",1320,U1,1996,946.46695758462,32,RUBI,78.709740637064,416.676327760935,495.386068397999,139.785749010086,0.0,946.46695758462,0.565782113313675,0.565782113313675,0.622,0.114,0.092
CONFECCIONES FORTUNA SL,1392,U1,2012,946.369117992215,8,AJALVIR,2052.27279519997,747.222636199093,2799.49543139906,481.815097131939,1447.74045358386,946.369117992215,-101.65356387088,-101.65356387088,-28.133,-3.631,-14.323
CREFILCA SL,1310,U1,2022,943.942370993775,12,CREVILLENT,51.9181486682951,527.811471134389,579.729619802684,202.511010435647,4.28699398915172,943.942370993775,6.22605052681565,6.22605052681565,4.099,1.074,0.879
MASKGREEN SL.,1396,U1,2022,942.172594460893,7,MOLINA DE SEGURA,496.400745498878,264.968132653469,761.368878152346,459.596386241168,199.568081125629,942.172594460893,36.3823805021703,36.3823805021703,9.104,4.779,4.441
CORREA COLOR SL,1330,U1,2022,934.570758586162,9,MATARO,374.716409631562,1246.96555746489,1621.68196709645,1487.58824748501,5.11967754364014,934.570758586162,172.82539214645,172.82539214645,15.402,10.657,24.516
LECCOGRISON'S SL,1399,U1,2022,934.362686357993,7,MANRESA,5.93309831137061,644.131334209514,650.064432520884,317.753000065923,89.2147542558312,934.362686357993,11.2186320754349,11.2186320754349,4.707,1.726,1.601
GENEROS DE PUNTO PERELLO SL,1391,U1,2016,932.525312773019,9,BARCELONA,31.0772899924135,234.182721615944,265.260011608357,74.2867704911471,53.9270799368191,932.525312773019,30.9086973088217,30.9086973088217,26.978,11.652,2.149
MASITOLCAR SL.,1392,U1,2022,929.188313592595,8,VIANA,343.553135077328,131.600010007894,475.153145085222,166.667273341042,8.37501384376884,929.188313592595,42.7621066832542,42.7621066832542,29.494,9.0,5.29
ACHETEX 2007 SL,1330,U1,2018,927.21203242795,2,SANT QUIRZE DEL VALLES,55.0424677362442,378.016284184773,433.058751921017,18.9066388271737,67.647309637903,927.21203242795,5.09995851990104,5.09995851990104,35.966,1.178,0.733
TAPIZADOS EL OLIVO SOCIEDAD LIMITADA.,1396,U1,2007,923.75528257988,8,FUENSANTA DE MARTOS,151.560587424545,426.196567132416,577.757154556961,139.512043459396,117.395459048996,923.75528257988,4.86436077781677,4.86436077781677,4.649,0.842,0.702
MALLA-NETS SL,1399,U1,2021,923.30884085269,3,LLINARS DEL VALLES,535.716842105913,1115.79523714256,1651.51207924848,1421.53899124217,0.0,923.30884085269,-16.7458126739502,-16.7458126739502,-1.38,-1.014,-2.125
TAPICERIAS LA TORRE SL,1392,U1,2022,920.751767624348,9,MADRID,346.121250661176,313.494569611067,659.615820272243,351.318715305495,164.517168762636,920.751767624348,75.2758444469529,75.2758444469529,28.569,11.412,10.901
GALERIAS VICENS SA,1310,U1,2021,919.054646859813,11,POLLENCA,312.974308440471,792.587839620137,1105.56214806061,273.222314175081,282.851115688992,919.054646859813,184.90758887387,184.90758887387,90.242,16.725,26.828
CAT GROUPE 2005 SL,1330,U1,2022,918.971303764594,9,MALGRAT DE MAR,330.440168980771,248.461054997367,578.901223978138,5.02112375092506,181.537451428509,918.971303764594,-29.9936522214055,-29.9936522214055,-796.466,-5.181,-4.352
CASTILWOOL S.L.,1310,U1,2006,916.122451202831,13,VILLALON DE CAMPOS,1942.33926835693,175.069370850213,2117.40863920714,593.550297830479,755.779038836024,916.122451202831,-33.6512190593076,17.4504152872324,-4.086,0.824,-2.648
SUPIGIMA BALEAR SL,1392,U1,2021,914.453979106879,6,PALMA,89.9680940974474,478.431628780818,568.399722878265,284.270558350325,115.25680508852,914.453979106879,51.7872758239818,51.7872758239818,20.494,9.111,6.371
PROTECCION SOLAR LADIS SL,1399,U1,2022,914.194633950383,13,BENAVENTE,742.186854307652,448.466815223002,1190.65366953065,477.531043316334,26.9624191397548,914.194633950383,11.762747138375,11.762747138375,3.335,0.988,1.742
COMERCIAL DE LONAS Y TOLDOS ABAN SL,1392,U1,2020,913.882755445808,11,BARCELONA,1309.65574251015,364.716895360726,1674.37263787088,379.207477838838,359.951136185569,913.882755445808,-275.825245373285,-275.825245373285,-96.735,-16.473,-40.139
VIVES Y MARI SL,1320,U1,2021,913.808510191655,22,XIRIVELLA,684.309268175983,1857.51816684451,2541.82743502049,1581.91337129266,461.251622452998,913.808510191655,-49.0915523127794,-49.0915523127794,-4.142,-1.931,-7.171
TOLDOS PORRINO SRL.,1392,U1,2022,912.327914190012,9,O PORRINO,84.0313793907523,200.093093391734,284.124470649288,65.1614212243319,126.726812939996,912.327914190012,1.20326288068891,1.20326288068891,6.779,0.423,0.484
DEL CON SL,1330,U1,2022,910.281280427963,15,MADRID,92.5441765564144,673.459449682236,766.00362623865,388.156363133234,157.005247224766,910.281280427963,82.7197393360615,82.7197393360615,28.429,10.799,12.122
TOLDOS MONCANO SL,1392,U1,2021,910.224951492834,10,CORNELLA DE LLOBREGAT,50.5462528216839,287.084288620162,337.630541441846,24.7996088742971,143.376518504119,910.224951492834,0.701090916323662,0.701090916323662,5.438,0.208,0.148
RALF IMAGEN Y COMUNICACION SL,1330,U1,2022,908.745206508952,6,SAN SEBASTIAN DE LOS REYES,236.935359595257,481.926574469411,718.861934064668,304.047303301752,313.389658885402,908.745206508952,67.1282200146854,67.1282200146854,29.438,9.338,9.849
ANTONIO GINER SL,1391,U1,2022,908.503632390857,7,COCENTAINA,43.0387399265289,423.217578847283,466.256318773812,148.621199283332,80.5134569626093,908.503632390857,22.3354892277002,22.3354892277002,15.028,4.79,2.458
ABBE GLOBAL SL.,1392,U1,2022,907.807174923009,13,PATERNA,520.855247929901,533.310367460084,1054.16561538998,735.157793024111,72.0213838250041,907.807174923009,115.391356222612,115.391356222612,20.921,10.946,16.942
SUPERCAL S.L.,1310,U1,2008,906.568450663447,11,EL MASNOU,3033.16417640886,582.837521441412,3616.00169785028,1302.29730169616,1854.0535709286,906.568450663447,-201.304908017254,-201.304908017254,-15.458,-5.567,-22.205
PUNT DAURAT SL,1320,U1,2002,905.496839210625,21,COCENTAINA,651.572751687126,571.493004143276,1223.0657558304,64.2672545667458,427.879935961623,905.496839210625,-164.611852806325,-70.2734422267818,-256.136,-5.746,-18.179
CORTIPLEX SA,1396,U1,2022,905.196011383814,8,MATARO,643.492505112016,751.772394574624,1395.26489968664,662.139863965237,436.235788245302,905.196011383814,-22.9614551353693,-22.9614551353693,-4.624,-1.646,-3.382
TAPICERIAS LOPEZ ESTEBAN S.L.,1393,U1,2003,904.256326925993,14,CUBAS,41.5853107218742,316.213055786133,357.798366508007,90.2547497265339,124.999689833403,904.256326925993,25.123458691597,14.475163888216,34.71,4.046,3.464
TOLDOS LUCENA SL,1399,U1,2021,902.148786436415,5,LUCENA,364.009527466893,527.468453846741,891.477981313634,91.8338039319277,224.344279672265,902.148786436415,6.59130340132713,6.59130340132713,8.88,0.739,0.904
COMPANIA ESPANOLA DE BORDADOS INDUSTRIALES SA,1395,U1,2003,900.026967200909,48,MALAGA,2219.09718536532,1552.98485027993,3772.08203564525,851.326509085779,344.098920350225,900.026967200909,-883.14131783683,-986.113928115852,-103.737,-26.142,-98.124
PREIXENS GONI SL,1320,U1,2022,898.259626929808,14,LA ALMUNIA DE DONA GODINA,479.208367005575,660.967041833943,1140.17540883952,82.3116263738692,630.989185950959,898.259626929808,11.3008988939643,11.3008988939643,18.306,0.991,1.677
TEXTILTRAM SL.,1320,U1,2022,894.952155246693,9,SANT QUIRZE DEL VALLES,365.117419545042,181.340898474813,546.458318019855,311.35359512428,83.2230356365859,894.952155246693,83.6783989561081,83.6783989561081,35.834,15.313,12.467
FACTORIA DE MODA TEXTIL SL.,1391,U1,2022,891.422713544077,6,CANADA,45.0924025792062,551.254069298911,596.346471878117,81.8199453417718,235.779603055775,891.422713544077,19.4835621860206,19.4835621860206,31.75,3.267,2.914
PORTELLY SL,1320,U1,2022,885.994319444555,24,BANYERES DE MARIOLA,362.9284160833,627.115595257461,990.044011340761,860.134710845685,0.0,885.994319444555,93.0790015378117,93.0790015378117,14.347,9.402,13.929
PUR COTO SL.,1330,U1,2022,883.19784491027,11,EL REAL DE GANDIA,9.95512765564919,2260.7749509067,2270.73007856235,208.973494071025,146.726897260195,883.19784491027,55.6950414521873,55.6950414521873,34.988,2.453,8.279
TEXTIL AUXILIAR OLESANA S.A.L.,1320,U1,1999,879.080229290724,24,OLESA DE MONTSERRAT,347.479472522736,256.472656975985,603.951124897599,58.4075091719627,186.525294727683,879.080229290724,-47.2755241507292,-47.2755241507292,-115.63,-7.828,-7.683
BORDADOS CONTI SL.,1399,U1,2021,878.917749705934,10,ARCHIDONA,190.534903308105,631.488946478963,822.023849787068,58.2199710108519,255.658367669034,878.917749705934,23.8804923987865,23.8804923987865,54.69,2.905,3.623
TOLDOS CASTELLANOS DECORACION SL,1395,U1,2021,878.693449541044,6,LEGANES,499.682744261813,273.001785569215,772.684529831028,189.630329420543,298.126609295797,878.693449541044,118.616221053894,118.616221053894,83.431,15.351,18.005
ALCAZAR DISENO Y DECORACION SL.,1392,U1,2022,873.595815015209,10,LEGANES,490.119253130662,775.504339848322,1265.62359297898,248.499473910934,428.559749044174,873.595815015209,187.290966384041,187.290966384041,100.64,14.798,28.628
ROLL&ROLL TEXTIL 1979 S.L.,1320,U1,2021,872.804924630499,3,BARCELONA,687.922002658725,473.745608268714,1161.66761092744,617.49365365169,435.810588046575,872.804924630499,46.5209460249424,46.5209460249424,9.721,4.005,6.877
INTERESTOR SL,1392,U1,2021,872.570012000728,10,SABADELL,536.139607822681,462.606325680757,998.745933503437,693.631859870768,120.22203422842,872.570012000728,2.4689893882513,2.4689893882513,0.492,0.247,0.391
KENKO EUROPA SA,1392,U1,2021,872.116054471493,4,LA POBLA DE CLARAMUNT,1504.53479784687,337.906533484769,1842.44133133163,1714.22154196608,0.0,872.116054471493,119.031659979272,119.031659979272,8.68,6.461,17.061
TUSSY XXI SL,1392,U1,2022,869.215671692949,5,BANYERES DE MARIOLA,106.394088237393,731.26995256145,837.664040798843,339.025665567553,43.2697760416806,869.215671692949,7.27371787415743,7.27371787415743,2.754,0.868,1.074
EUROMANT TEXTIL SL,1392,U1,2022,865.866723155534,9,ENGUERA,87.0883068540752,529.324581166416,616.412888020492,365.684103853154,120.525742173195,865.866723155534,33.4377552989662,33.4377552989662,11.939,5.425,5.042
CARBONES DE LA SIERRA SL,1310,U1,2022,859.74319417153,5,CACERES,546.870825371939,751.960532058358,1298.8313574303,628.822421088547,17.6208816379124,859.74319417153,96.7670145863473,96.7670145863473,20.518,7.45,15.007
GP PERSSA'M SL,1391,U1,2022,855.513391246939,13,CARAVACA DE LA CRUZ,229.597933733666,629.828288401943,859.426222135609,590.50576241442,63.6274591723084,855.513391246939,18.2390539031208,18.2390539031208,2.016,2.122,1.391
DREAMLAND PUR SL,1392,U1,2022,854.52090975712,11,LLEIDA,638.701585528642,1116.13432037014,1754.83590589879,1323.74877470522,0.0,854.52090975712,-45.1971959789276,-45.1971959789276,-3.414,-2.576,-5.289
IROMARTEX S.L.,1320,U1,1998,850.000538067341,9,NAVARCLES,239.223378418207,338.339980550766,577.563358968973,65.1138939986229,121.574850686789,850.000538067341,9.29385346698761,9.92907765054703,20.808,1.719,1.594
MASKVAL 2020 SL.,1399,U1,2021,849.796341926408,6,CASTELLO DE LA PLANA,330.972233406329,49.0129271994352,379.985160605764,8.60993692932129,84.4536104384422,849.796341926408,57.8729422766447,57.8729422766447,912.883,15.23,9.249
PERSIVEN IBERICA SL,1392,U1,2022,849.142901817423,10,MOS,590.485518356133,1289.38672562172,1879.87224397785,350.292955911642,288.429278983092,849.142901817423,1.71900639724135,1.71900639724135,0.655,0.091,0.27
PIQUERAS BENITO SOCIEDAD LIMITADA.,1392,U1,2021,848.703484563732,4,CAUDETE,333.783698475552,511.043971206021,844.827669681573,69.3813279788017,136.141399784017,848.703484563732,2.68337930045128,2.68337930045128,5.157,0.318,0.422
CIRCULO TEXTIL SERVICIOS TEXTILES S.L.,1330,U1,2022,846.919115479769,3,PELIGROS,186.499602893728,541.841115495133,728.340718388862,154.011377123189,158.555624242914,846.919115479769,125.536146599263,125.536146599263,88.326,17.236,16.062
TOLDOS ECO SL,1392,U1,2021,845.463013150048,9,LA VILLAJOYOSA/VILA JOIOSA,51.6972012541294,194.531997031188,246.229198285317,57.8383526632547,35.9119355749369,845.463013150048,29.8767162725687,29.8767162725687,51.656,12.134,3.534
BORDADOS VELASCO SAL,1392,U1,2018,843.302909345617,12,COCENTAINA,188.600590587019,700.107637238623,888.708227825642,745.050089235406,10.3529005668914,843.302909345617,124.751246717934,124.751246717934,22.387,14.037,19.779
VISOMO'S PACKAGING SOCIEDAD LIMITADA.,1394,U1,2022,841.551625277627,3,ONTINYENT,243.617626721185,514.809623372519,758.427250093705,395.019440204412,122.979379633969,841.551625277627,137.835937245971,137.835937245971,40.088,18.174,18.817
SUTEXHO SL.,1320,U1,2021,841.327640255427,1,ALBACETE,16.7536049640656,950.846046604157,967.599651568222,170.01407717936,66.8922349350929,841.327640255427,-5.86369831180573,-5.86369831180573,-4.599,-0.606,-0.929
STILALCOY SL,1320,U1,2001,840.212523147242,7,ALCOY/ALCOI,71.6496287636232,657.388797712894,729.038426476517,74.709883003149,43.9973986891305,840.212523147242,29.153688572073,3.97691867207408,11.084,0.546,0.986
BOTEXPAND SL.,1310,U1,2021,840.163995373535,3,CABRERA DE MAR,64.5503572793484,715.340568527985,779.890925807333,447.802582754016,128.588043029523,840.163995373535,3.48971030474424,3.48971030474424,1.428,0.447,0.761
FELT SL,1396,U1,2022,839.987179812229,4,ALCOSSER,3672.92898525274,848.572025773323,4521.50100889286,4387.70678188493,7.99949616193771,839.987179812229,77.397066577816,77.397066577816,2.297,1.712,11.998
IBERSOL SISTEMAS DE PROTECCION SOLAR SL,1392,U1,2022,838.420962725081,17,GONDOMAR,620.741266069788,463.02716749112,1083.76843356091,515.80379008953,109.892150583065,838.420962725081,22.7982654136658,22.7982654136658,4.42,2.104,2.719
INDUSTRIAL MANUFACTURERA D'ACABATS S.L.,1330,U1,2005,837.326831619619,12,TERRASSA,374.780037626668,121.664851848727,496.444889475396,35.372584303565,312.621641755104,837.326831619619,1.46788247699261,1.42918817567348,5.881,0.288,0.248
ITRAM 2000 SL,1330,U1,2020,836.14505768941,9,TERRASSA,468.164851264757,425.834306178892,893.999157443649,88.5289194345296,509.550701683962,836.14505768941,12.1078869554281,12.1078869554281,13.677,1.354,1.448
